,,,,,,,Text,Contains_Relation
"""The authors show that traditional wholesale pricing contracts are less effective than revenue-sharing contracts to facilitate information sharing in a supply chain and mitigate the nega",tive,effec,ts of in,form,atio,"n leakage.""","""The authors show that traditional wholesale pricing contracts are less effective than revenue-sharing contracts to facilitate information sharing in a supply chain and mitigate the negativeeffects of information leakage.""",0
"""The analysis of asymmetry and orthogonality.""",,,,,,,"""The analysis of asymmetry and orthogonality.""",0
"""Given individual preferences over the basic alternative space, and various assumptions about how individuals choose between subsets of alternatives, one can then formalize the problem o",f des,ignin,g agenda,s as,a d,"ynamic programming problem and solve for optimal agendas, i.e., agendas having either the highest probability of leading to a given alternative or having the highest expected utility to the agenda setter.""","""Given individual preferences over the basic alternative space, and various assumptions about how individuals choose between subsets of alternatives, one can then formalize the problem of designing agendas asa dynamic programming problem and solve for optimal agendas, i.e., agendas having either the highest probability of leading to a given alternative or having the highest expected utility to the agenda setter.""",0
"""Risk Aversion and Portfolio Choice; Cowles Monograph 19.""",,,,,,,"""Risk Aversion and Portfolio Choice; Cowles Monograph 19.""",0
"""The problem arises in the management of transportation companies.""",,,,,,,"""The problem arises in the management of transportation companies.""",0
"""The resulting primal problem is shown, subject to a qualification, to have an optimal solution if and only if the dual has one, and in this case the values of their respective objective",func,tions,are equ,"al.""",,,"""The resulting primal problem is shown, subject to a qualification, to have an optimal solution if and only if the dual has one, and in this case the values of their respective objectivefunctionsare equal.""",0
"""Hence what follows are a set of assertions whose baldness gives them a dogmatic tone that they are not intended to have.""",,,,,,,"""Hence what follows are a set of assertions whose baldness gives them a dogmatic tone that they are not intended to have.""",0
"""The methodology for obtaining a lower multinomial bound differs in several important respects from that for obtaining an upper bound.""",,,,,,,"""The methodology for obtaining a lower multinomial bound differs in several important respects from that for obtaining an upper bound.""",0
"""Reduction in setup time, for example, is usually presumed to reduce inventory.""",,,,,,,"""Reduction in setup time, for example, is usually presumed to reduce inventory.""",0
"""Drawing on a cross section of 2,146 individuals (1,178 males and 968 females) from the National Health and Nutrition Examination Surveys‚ô 2011‚ì2012 sample, and controlling for endog",eneit,y (wi,th red b,lood,cel,"l count, percentage hematocrit, and zinc supplement intake in the past 30 days as instruments), we find that serum testosterone levels are positively associated with self-employment for males (marginally significant, two-tailed test).""","""Drawing on a cross section of 2,146 individuals (1,178 males and 968 females) from the National Health and Nutrition Examination Surveys‚ô 2011‚ì2012 sample, and controlling for endogeneity (with red bloodcell count, percentage hematocrit, and zinc supplement intake in the past 30 days as instruments), we find that serum testosterone levels are positively associated with self-employment for males (marginally significant, two-tailed test).""",0
"""First, alternative theoretical views on attitude structure are presented.""",,,,,,,"""First, alternative theoretical views on attitude structure are presented.""",0
"""Other problems of interest are: What is the total useful field life expected from a given stock-pile and what is the optimal quantity of goods that should be ordered?""",,,,,,,"""Other problems of interest are: What is the total useful field life expected from a given stock-pile and what is the optimal quantity of goods that should be ordered?""",0
"""This paper was accepted by Victor Mart√≠nez de Alb√©niz, operations management.""",,,,,,,"""This paper was accepted by Victor Mart√≠nez de Alb√©niz, operations management.""",0
"""We study competitive interactions between Intel and Microsoft, two producers of complementary products.""",,,,,,,"""We study competitive interactions between Intel and Microsoft, two producers of complementary products.""",0
"""The paper proposes methods to measure the performance of research and development in new product development.""",,,,,,,"""The paper proposes methods to measure the performance of research and development in new product development.""",0
"""Yet, this amounts to throwing away an important piece of information to the effect that the players are rational and expect each other to be rational.""",,,,,,,"""Yet, this amounts to throwing away an important piece of information to the effect that the players are rational and expect each other to be rational.""",0
"""It is generally agreed between researchers and practitioners that user involvement is a key to the success of computer based information systems.""",,,,,,,"""It is generally agreed between researchers and practitioners that user involvement is a key to the success of computer based information systems.""",0
"""The proper allocation of incentives must recognize and deal with the competitive and ‚úcannibalizing‚ù effects operating among product classes.""",,,,,,,"""The proper allocation of incentives must recognize and deal with the competitive and ‚úcannibalizing‚ù effects operating among product classes.""",0
"""A note on modelling the relationship of diminishing returns to media overlap for the media planning problem.""",,,,,,,"""A note on modelling the relationship of diminishing returns to media overlap for the media planning problem.""",0
"""Cambridge, Massachusetts: The M.I.T. Press (Published outside the United States by Iliffe Books Ltd., London, England), 1969, 1,369 pp.,""",,,,,,,"""Cambridge, Massachusetts: The M.I.T. Press (Published outside the United States by Iliffe Books Ltd., London, England), 1969, 1,369 pp.,""",0
"""to formulate the problem and obtain a solution.""",,,,,,,"""to formulate the problem and obtain a solution.""",0
"""Manufacturer-to-consumer rebates are a staple of modern supply chains.""",,,,,,,"""Manufacturer-to-consumer rebates are a staple of modern supply chains.""",0
"""This paper was accepted by Wei Jiang, finance.""",,,,,,,"""This paper was accepted by Wei Jiang, finance.""",0
"""However, supplementing outcome-based pricing with a transfer payment from firm to payer can make payer and firm (but not necessarily the patients) better off than under uniform pricing",when,the d,rug has,a lo,w ch,"ance of success.""","""However, supplementing outcome-based pricing with a transfer payment from firm to payer can make payer and firm (but not necessarily the patients) better off than under uniform pricingwhenthe drug hasa low chance of success.""",0
"""General forms of the objective function, yielding expected utility, are derived for utility functions of two types.""",,,,,,,"""General forms of the objective function, yielding expected utility, are derived for utility functions of two types.""",0
"""In the course of five different studies, we provide experimental evidence that this ‚úI designed it myself‚ù effect creates economic value for the customer.""",,,,,,,"""In the course of five different studies, we provide experimental evidence that this ‚úI designed it myself‚ù effect creates economic value for the customer.""",0
"""Finally, we find that the causal effect of service satisfaction on loyalty is greater for more difficult types of services.""",,,,,,,"""Finally, we find that the causal effect of service satisfaction on loyalty is greater for more difficult types of services.""",0
"""The authors find a ‚úMark Effect,‚ù a tighter distribution of rewards, as an alternative way to increase tournament welfare for most tournaments.""",,,,,,,"""The authors find a ‚úMark Effect,‚ù a tighter distribution of rewards, as an alternative way to increase tournament welfare for most tournaments.""",0
"""The techniques have become more fully developed and it is the purpose of this article to develop some conclusions we have been able to draw from our experience in applying the concepts.","""",,,,,,"""The techniques have become more fully developed and it is the purpose of this article to develop some conclusions we have been able to draw from our experience in applying the concepts.""",0
"""This introduces the potential for reporting bias, a situation where traders exhibit different propensities to report different outcome types to the system.""",,,,,,,"""This introduces the potential for reporting bias, a situation where traders exhibit different propensities to report different outcome types to the system.""",0
"""We present a cross-functional approach to evaluating multiple line extensions that simultaneously considers revenue implications of component sharing at the product level and cost impli",catio,ns at,the com,pone,nt l,"evel.""","""We present a cross-functional approach to evaluating multiple line extensions that simultaneously considers revenue implications of component sharing at the product level and cost implications atthe component level.""",0
"""The authors link differences in physical capital investments and complementarities between basic and applied scientists across industry and academic settings to individual differences i",n sci,entis,t abilit,y an,d pr,"eferences to predict an equilibrium matching of scientists to careers and to their earnings evolution.""","""The authors link differences in physical capital investments and complementarities between basic and applied scientists across industry and academic settings to individual differences in scientist ability and preferences to predict an equilibrium matching of scientists to careers and to their earnings evolution.""",0
"""Former studies have hinted that the first order duration may be the most important.""",,,,,,,"""Former studies have hinted that the first order duration may be the most important.""",0
"""A reappraisal of previously suggested strategies for betting on football games using results of the period 1975‚ì1981 casts considerable doubt on the profitability of relying on the pa",st hi,story,of game,s fo,r gu,"idance in placing bets.""","""A reappraisal of previously suggested strategies for betting on football games using results of the period 1975‚ì1981 casts considerable doubt on the profitability of relying on the past historyof games for guidance in placing bets.""",0
"""This paper was accepted by Jesper S√∏rensen, organizations.""",,,,,,,"""This paper was accepted by Jesper S√∏rensen, organizations.""",0
"""Two types of regret are possible in this auction format.""",,,,,,,"""Two types of regret are possible in this auction format.""",0
"""However, such automated data entry can lead to increased reimbursement requests by hospitals from Medicare by overstating the complexity of patients.""",,,,,,,"""However, such automated data entry can lead to increased reimbursement requests by hospitals from Medicare by overstating the complexity of patients.""",0
"""Despite its central role in the theory of incentives, empirical evidence of a trade-off between risk and incentives remains scarce.""",,,,,,,"""Despite its central role in the theory of incentives, empirical evidence of a trade-off between risk and incentives remains scarce.""",0
"""The capacity building cost may also increase because of a tighter deadline for building capacity.""",,,,,,,"""The capacity building cost may also increase because of a tighter deadline for building capacity.""",0
"""The manager of 1946 would be very uncomfortable and unsure of himself in the sophisticated management world of today.""",,,,,,,"""The manager of 1946 would be very uncomfortable and unsure of himself in the sophisticated management world of today.""",0
"""The model is recommended to the Pan American Health Organization to be used as an interactive gaming model to aid health system managers in Cali, Colombia and in other Latin American ci",ties,in sc,heduling,the,tim,"e and locations of vaccination teams in a more cost-effective manner.""","""The model is recommended to the Pan American Health Organization to be used as an interactive gaming model to aid health system managers in Cali, Colombia and in other Latin American citiesin schedulingthetime and locations of vaccination teams in a more cost-effective manner.""",0
"""We find a high degree of regularity within choice tasks and also within valuation tasks, but the two types of tasks appear to evoke very different cognitive processes, even when the exp",erime,ntal,environm,ent,trie,"s to minimise differences.""","""We find a high degree of regularity within choice tasks and also within valuation tasks, but the two types of tasks appear to evoke very different cognitive processes, even when the experimentalenvironmenttries to minimise differences.""",0
"""In addition to the proper credit policy it is necessary for management to determine the proper reserve for uncollectibles.""",,,,,,,"""In addition to the proper credit policy it is necessary for management to determine the proper reserve for uncollectibles.""",0
"""In contrast, if both store visiting and online waiting costs are relatively high with the latter even higher, introducing BOPS can result in demand depooling as a result of the migratio",n of,the o,mni-cust,omer,s fr,"om offline purchasing to BOPS.""","""In contrast, if both store visiting and online waiting costs are relatively high with the latter even higher, introducing BOPS can result in demand depooling as a result of the migration ofthe omni-customers from offline purchasing to BOPS.""",0
"""Studying Dell's IdeaStorm community, serial ideators are found to be more likely than singular ideators to generate an idea that the organization finds valuable enough to implement, but",they,are,unlikely,to,repe,"at their early success once their ideas are implemented.""","""Studying Dell's IdeaStorm community, serial ideators are found to be more likely than singular ideators to generate an idea that the organization finds valuable enough to implement, buttheyareunlikelytorepeat their early success once their ideas are implemented.""",0
"""Even though user participation in information system development has long been considered to be a critical factor in achieving system success, research has failed to clearly demonstrate",its,benef,"its.""",,,,"""Even though user participation in information system development has long been considered to be a critical factor in achieving system success, research has failed to clearly demonstrateitsbenefits.""",0
"""Dynamic panel analysis, instrumental variables, and a variety of robustness checks are used to address measurement error concerns and to add support for a more causal interpretation of",the r,esult,"s.""",,,,"""Dynamic panel analysis, instrumental variables, and a variety of robustness checks are used to address measurement error concerns and to add support for a more causal interpretation ofthe results.""",0
"""The normal procedure for evaluation of alternatives by the decisionmaker involves the presentation of their performance with respect to the stated criteria.""",,,,,,,"""The normal procedure for evaluation of alternatives by the decisionmaker involves the presentation of their performance with respect to the stated criteria.""",0
"""We further show that the censorship bias is exacerbated for higher degrees of censorship, higher variance in the population, and higher variability in the censorship points.""",,,,,,,"""We further show that the censorship bias is exacerbated for higher degrees of censorship, higher variance in the population, and higher variability in the censorship points.""",0
"""The results are consistent with previous evidence of the existence of biases in human judgment.""",,,,,,,"""The results are consistent with previous evidence of the existence of biases in human judgment.""",0
"""This paper demonstrates the benefits from using a multiperiod model, the effects of cointegration on optimal portfolio, and the differences between the timber harvesting model and the s",tanda,rd fi,nancial,port,foli,"o optimisation model.""","""This paper demonstrates the benefits from using a multiperiod model, the effects of cointegration on optimal portfolio, and the differences between the timber harvesting model and the standard financialportfolio optimisation model.""",0
"""Software contracting is a multi-faceted issue that involves legal, economic, managerial and technological considerations.""",,,,,,,"""Software contracting is a multi-faceted issue that involves legal, economic, managerial and technological considerations.""",0
"""This paper extends the algorithm developed by Hartley and Wortham [2] for the calculation of the c.d.f.""",,,,,,,"""This paper extends the algorithm developed by Hartley and Wortham [2] for the calculation of the c.d.f.""",0
"""have shown that under certain conditions the problem of selecting a coupon-principal schedule, when bidding on a new issue of municipal bonds with a level-debt-service constraint, is a",linea,r pro,gramming,pro,blem,".""","""have shown that under certain conditions the problem of selecting a coupon-principal schedule, when bidding on a new issue of municipal bonds with a level-debt-service constraint, is alinear programmingproblem.""",0
"""This complexity rating is shown to provide a better measure of problem complexity than one based on flow dominance alone.""",,,,,,,"""This complexity rating is shown to provide a better measure of problem complexity than one based on flow dominance alone.""",0
"""Furthermore, our results indicate a dynamic component missing from static debt structure models: Debt heterogeneity entails additional covenants (i.e., constraints) when raising future",debt.,"""",,,,,"""Furthermore, our results indicate a dynamic component missing from static debt structure models: Debt heterogeneity entails additional covenants (i.e., constraints) when raising futuredebt.""",0
"""paperbound $3.""",,,,,,,"""paperbound $3.""",0
"""Mistakes in recalling common information (which favors an inferior candidate) are typically corrected, whereas mistakes in recalling the private information needed to uncover the hidden",prof,ile c,annot be,cor,rect,"ed.""","""Mistakes in recalling common information (which favors an inferior candidate) are typically corrected, whereas mistakes in recalling the private information needed to uncover the hiddenprofile cannot becorrected.""",0
"""b) Both Master's and Doctoral programmes with little or no course work and in which the merits of the student are almost exclusively judged on his ability in research.""",,,,,,,"""b) Both Master's and Doctoral programmes with little or no course work and in which the merits of the student are almost exclusively judged on his ability in research.""",0
"""These also allow the manufacturer to resolve related questions concerning, for example, whether the service capacities of the contracted vendors are sufficient to deliver an effective p",ost-s,ales,service.,"""",,,"""These also allow the manufacturer to resolve related questions concerning, for example, whether the service capacities of the contracted vendors are sufficient to deliver an effective post-salesservice.""",0
"""The problem is transformed into an equivalent one offering advantages of analysis and of computation.""",,,,,,,"""The problem is transformed into an equivalent one offering advantages of analysis and of computation.""",0
"""By adopting these MOEs as criteria, it will be easier for the government to redesign those aspects of its regulation of the Coast Guard which curtail incentives.""",,,,,,,"""By adopting these MOEs as criteria, it will be easier for the government to redesign those aspects of its regulation of the Coast Guard which curtail incentives.""",0
"""Also, we know very little about how to combine behavioral and quantitative considerations.""",,,,,,,"""Also, we know very little about how to combine behavioral and quantitative considerations.""",0
"""In this paper, we report on a computational experiment designed to assess the efficacy of 26 heuristic decision rules which group work tasks into work stations along an assembly line su",ch th,at th,e number,of,work,"stations required is minimized.""","""In this paper, we report on a computational experiment designed to assess the efficacy of 26 heuristic decision rules which group work tasks into work stations along an assembly line such that the numberofworkstations required is minimized.""",0
"""failure""",,,,,,,"""failure""",0
"""They have a common basis of economic-utility theory and entropy-information theory.""",,,,,,,"""They have a common basis of economic-utility theory and entropy-information theory.""",0
"""Thus, we find that AV is not just simple to use, but also gives rise to outcomes that well reflect voter preferences.""",,,,,,,"""Thus, we find that AV is not just simple to use, but also gives rise to outcomes that well reflect voter preferences.""",0
"""The main issue, however, is whether the procedure advocated in his paper overcomes the limitations of previous devices.""",,,,,,,"""The main issue, however, is whether the procedure advocated in his paper overcomes the limitations of previous devices.""",0
"""Our interest in such problems grew out of management issues confronting an injection molding manufacturer of plastic pipes and fittings for the building and chemical industries, but sim",ilar,probl,ems abou,nd i,n th,"e manufacture of many other cast, extruded, molded, pressed, or stamped products.""","""Our interest in such problems grew out of management issues confronting an injection molding manufacturer of plastic pipes and fittings for the building and chemical industries, but similarproblems abound in the manufacture of many other cast, extruded, molded, pressed, or stamped products.""",0
"""Kochenberger's et al.""",,,,,,,"""Kochenberger's et al.""",0
"""The objective is to specify the plan for facility locations and relocations and for attendant allocations of demands which minimize these costs.""",,,,,,,"""The objective is to specify the plan for facility locations and relocations and for attendant allocations of demands which minimize these costs.""",0
"""Bounds on the number of steps required for the assignment and transportation problems are given.""",,,,,,,"""Bounds on the number of steps required for the assignment and transportation problems are given.""",0
"""An experimental design assesses the effects of: (a) the size of the problem (i.e., the number of control units over which allocations are to be made), (b) the noise-to-signal ratio in t",he ma,rket,and (c),indi,vidu,"al differences among the model users.""","""An experimental design assesses the effects of: (a) the size of the problem (i.e., the number of control units over which allocations are to be made), (b) the noise-to-signal ratio in the marketand (c)individual differences among the model users.""",0
"""Empirical work in industrial research organizations has provided data useful for better understanding researcher behavior during innovation.""",,,,,,,"""Empirical work in industrial research organizations has provided data useful for better understanding researcher behavior during innovation.""",0
"""Stanford, California: Stanford University Press, 1963, $7.50, 225 pp‚îreviewed by Ernest Koenigsberg;‚îLevitt, Theodore.""",,,,,,,"""Stanford, California: Stanford University Press, 1963, $7.50, 225 pp‚îreviewed by Ernest Koenigsberg;‚îLevitt, Theodore.""",0
"""We focus, in this comment, on the specific crop supply problem used by Hausman to illustrate the applicability of his general framework.""",,,,,,,"""We focus, in this comment, on the specific crop supply problem used by Hausman to illustrate the applicability of his general framework.""",0
"""Our estimated bed requirements are approximately 25% higher than naive estimates that fail to account for right censoring of residence times due to some detainees being released from de",tenti,on be,fore rem,oval,to,"make way for higher-priority detainees.""","""Our estimated bed requirements are approximately 25% higher than naive estimates that fail to account for right censoring of residence times due to some detainees being released from detention before removaltomake way for higher-priority detainees.""",0
"""paper) $6.00 per volume;‚îWagner, Harvey M., Principles of Operations Research with Applications to Managerial Decisions.""",,,,,,,"""paper) $6.00 per volume;‚îWagner, Harvey M., Principles of Operations Research with Applications to Managerial Decisions.""",0
"""The trade-offs between the two cases (i.e., single team versus multiple team analysis) are discussed.""",,,,,,,"""The trade-offs between the two cases (i.e., single team versus multiple team analysis) are discussed.""",0
"""New York: John Wiley and Sons, Inc., 1957.""",,,,,,,"""New York: John Wiley and Sons, Inc., 1957.""",0
"""A parallel analysis is also developed for engineers employed in research and development.""",,,,,,,"""A parallel analysis is also developed for engineers employed in research and development.""",0
"""Large, technologically-based industrial organizations are composed of many-specialist functions whose interests are frequently seen to be in conflict with those of management.""",,,,,,,"""Large, technologically-based industrial organizations are composed of many-specialist functions whose interests are frequently seen to be in conflict with those of management.""",0
"""Compared with existing pricing technologies without the ‚úbarrier too close‚ù problem, our calculation method can produce a more accurate and efficient analytic evaluation of barrier",optio,ns mo,nitored,at d,iscr,"ete instants with well- or ill-behaved barrier levels, or discrete hindsight options, for a reasonably large number of monitorings.""","""Compared with existing pricing technologies without the ‚úbarrier too close‚ù problem, our calculation method can produce a more accurate and efficient analytic evaluation of barrieroptions monitoredat discrete instants with well- or ill-behaved barrier levels, or discrete hindsight options, for a reasonably large number of monitorings.""",0
"""It is through the medium of a machine-oriented (as opposed to natural) language that the user must communicate with the computer.""",,,,,,,"""It is through the medium of a machine-oriented (as opposed to natural) language that the user must communicate with the computer.""",0
"""Opportunistic policies have a structure which may be described by a critical number N and a set of such critical numbers n1,n2, ‚¶, each corresponding to one of the parts under inspect","ion.""",,,,,,"""Opportunistic policies have a structure which may be described by a critical number N and a set of such critical numbers n1,n2, ‚¶, each corresponding to one of the parts under inspection.""",0
"""Frequently, data on actual behavior are unavailable; rather, one has available only the self-reported intentions of the individual.""",,,,,,,"""Frequently, data on actual behavior are unavailable; rather, one has available only the self-reported intentions of the individual.""",0
"""Our theory can explain why platforms will sometimes have no incentive to steer buyers one way or another, or may actually want to steer buyers toward established products and sellers.""",,,,,,,"""Our theory can explain why platforms will sometimes have no incentive to steer buyers one way or another, or may actually want to steer buyers toward established products and sellers.""",0
"""On the shortest route through a network.""",,,,,,,"""On the shortest route through a network.""",0
"""The allowed safety stock level reduction and accompanying reduction in average on-shelf inventory level are evaluated, for prescribed system performance requirements, as a function of m",ean l,eadti,me reduc,tion,".""",,"""The allowed safety stock level reduction and accompanying reduction in average on-shelf inventory level are evaluated, for prescribed system performance requirements, as a function of mean leadtime reduction.""",0
"""Most scheduling research has considered optimizing a single performance measure (criterion).""",,,,,,,"""Most scheduling research has considered optimizing a single performance measure (criterion).""",0
"""In the spirit of Simon (Simon, H. A. 1959.""",,,,,,,"""In the spirit of Simon (Simon, H. A. 1959.""",0
"""We use the responses of 3.3 million survey takers who had been randomly exposed to 9,596 online display (banner) advertising campaigns to explore how privacy regulation in the European",Union,(EU),has inf,luen,ced,"advertising effectiveness.""","""We use the responses of 3.3 million survey takers who had been randomly exposed to 9,596 online display (banner) advertising campaigns to explore how privacy regulation in the EuropeanUnion(EU)has influencedadvertising effectiveness.""",0
"""The authors evaluate the effect of introducing a female gender quota in an environment where high-performing women fail to enter competitions they can win because they are discouraged.""",,,,,,,"""The authors evaluate the effect of introducing a female gender quota in an environment where high-performing women fail to enter competitions they can win because they are discouraged.""",0
"""Other interpretations of the model, besides the men and jobs interpretation, are also given.""",,,,,,,"""Other interpretations of the model, besides the men and jobs interpretation, are also given.""",0
"""379, $8.75‚îreviewed by Daniel E. Griffiths;‚îThe Scanlon Plan, A Frontier in Labor-Management Cooperation.""",,,,,,,"""379, $8.75‚îreviewed by Daniel E. Griffiths;‚îThe Scanlon Plan, A Frontier in Labor-Management Cooperation.""",0
"""Two distinct behavioral economics theories, the trust-embedded model and the level-k model, have emerged to explain how cheap talk works between human decision makers.""",,,,,,,"""Two distinct behavioral economics theories, the trust-embedded model and the level-k model, have emerged to explain how cheap talk works between human decision makers.""",0
"""Linear programming‚ìbased estimation procedures are used in a variety of arenas.""",,,,,,,"""Linear programming‚ìbased estimation procedures are used in a variety of arenas.""",0
"""The authors examine the CPDO as a case study in model risk in the rating of complex structured products.""",,,,,,,"""The authors examine the CPDO as a case study in model risk in the rating of complex structured products.""",0
"""Based on a simple model and an explicit criterion‚îthe aggregate debt repayments‚îthe measure is defined for each institution, affected by its characteristics and links to others.""",,,,,,,"""Based on a simple model and an explicit criterion‚îthe aggregate debt repayments‚îthe measure is defined for each institution, affected by its characteristics and links to others.""",0
"""A population of 428 pre-1944 male Stanford Graduate School of Business MBAs was analyzed for association between executive success criteria and pre-MBA-award intelligence score on eithe",r the,Thor,ndike Ex,amin,atio,"n for High School Graduates or the Ohio State University Psychological Test, controlling for size of employing organization (large N = 99, medium N = 221, and tiny N = 108).""","""A population of 428 pre-1944 male Stanford Graduate School of Business MBAs was analyzed for association between executive success criteria and pre-MBA-award intelligence score on either theThorndike Examination for High School Graduates or the Ohio State University Psychological Test, controlling for size of employing organization (large N = 99, medium N = 221, and tiny N = 108).""",0
"""Ann likes oranges much more than apples; Bob likes apples much more than oranges.""",,,,,,,"""Ann likes oranges much more than apples; Bob likes apples much more than oranges.""",0
"""In a transportation problem, generally, a single criterion of minimizing the total cost is considered.""",,,,,,,"""In a transportation problem, generally, a single criterion of minimizing the total cost is considered.""",0
"""If the scheduled activities have random completion times, the probability distribution of the time to complete the entire task is found by integrating over the contours of the polyhedro","n.""",,,,,,"""If the scheduled activities have random completion times, the probability distribution of the time to complete the entire task is found by integrating over the contours of the polyhedron.""",0
"""The model therefore predicts heterogeneity in gambling behavior: how a gambler behaves depends on whether he is aware of the time inconsistency; and, if he is aware of it, on whether he",can,commi,t in adv,ance,to,"his initial plan of action.""","""The model therefore predicts heterogeneity in gambling behavior: how a gambler behaves depends on whether he is aware of the time inconsistency; and, if he is aware of it, on whether hecancommit in advancetohis initial plan of action.""",0
"""There are many business situations where it might be necessary to keep the potential service level (preparedness) above requirements at least in some of the time intervals.""",,,,,,,"""There are many business situations where it might be necessary to keep the potential service level (preparedness) above requirements at least in some of the time intervals.""",0
"""The difficulties of such a geometric method are discussed through an example.""",,,,,,,"""The difficulties of such a geometric method are discussed through an example.""",0
"""This paper uses historical data for 52 Japanese automotive companies to evaluate the inventory-productivity relationship.""",,,,,,,"""This paper uses historical data for 52 Japanese automotive companies to evaluate the inventory-productivity relationship.""",0
"""The paper deals primarily with computational considerations since, in general, analytic solutions to functional equations are not forthcoming.""",,,,,,,"""The paper deals primarily with computational considerations since, in general, analytic solutions to functional equations are not forthcoming.""",0
"""that appeared in June 1968).""",,,,,,,"""that appeared in June 1968).""",0
"""The conventional measure of learning, cumulative output, significantly overstates the persistence of learning.""",,,,,,,"""The conventional measure of learning, cumulative output, significantly overstates the persistence of learning.""",0
"""Significant portions of the enumeration process are performed implicitly, however, by utilizing tests described in the paper which are based on the specific structure of the line balanc",ing p,roble,"m.""",,,,"""Significant portions of the enumeration process are performed implicitly, however, by utilizing tests described in the paper which are based on the specific structure of the line balancing problem.""",0
"""Our theoretical model also generates additional hypotheses that link determinants of the fund flow‚ìperformance relation and managers' employment risk to their risk-taking behavior.""",,,,,,,"""Our theoretical model also generates additional hypotheses that link determinants of the fund flow‚ìperformance relation and managers' employment risk to their risk-taking behavior.""",0
"""In all cases considered it is shown that the total expected costs of the systems (with or without leadtime) can be expressed in the form""",,,,,,,"""In all cases considered it is shown that the total expected costs of the systems (with or without leadtime) can be expressed in the form""",0
"""SIAM J. Appl.""",,,,,,,"""SIAM J. Appl.""",0
"""Finally, we show that the approach is robust to noise in the estimates for the probability parameters needed for its implementation.""",,,,,,,"""Finally, we show that the approach is robust to noise in the estimates for the probability parameters needed for its implementation.""",0
"""Platforms facing unfavorable expectations face an additional constraint: their prices and first-party content investment need to be such that low (zero) participation equilibria are eli",minat,"ed.""",,,,,"""Platforms facing unfavorable expectations face an additional constraint: their prices and first-party content investment need to be such that low (zero) participation equilibria are eliminated.""",0
"""Our approach has the advantage that it aligns the incentives of both parties to the benefit of bus riders.""",,,,,,,"""Our approach has the advantage that it aligns the incentives of both parties to the benefit of bus riders.""",0
"""The other key conclusion is that, when the total amount of storage space also is a decision variable, the overall optimal solution commonly follows a storage bowl phenomenon whereby the",allo,catio,n of buf,fer,stor,"age space fits an inverted bowl pattern.""","""The other key conclusion is that, when the total amount of storage space also is a decision variable, the overall optimal solution commonly follows a storage bowl phenomenon whereby theallocation of bufferstorage space fits an inverted bowl pattern.""",0
"""Second, a new hybrid scheduling urgency factor capitalizing on the fact that this algorithm is sensitive to the absolute value rather than relative sequence of the urgency factors is in",trodu,"ced.""",,,,,"""Second, a new hybrid scheduling urgency factor capitalizing on the fact that this algorithm is sensitive to the absolute value rather than relative sequence of the urgency factors is introduced.""",0
"""The main improvement of prospect theory over expected utility was in comparisons between a riskless and a risky prospect (riskless-risk methods).""",,,,,,,"""The main improvement of prospect theory over expected utility was in comparisons between a riskless and a risky prospect (riskless-risk methods).""",0
"""For example, LINMAP treats ordinal-scaled preference data as such in uncovering individual-level attribute weights, while regression treats these preferences as interval scaled.""",,,,,,,"""For example, LINMAP treats ordinal-scaled preference data as such in uncovering individual-level attribute weights, while regression treats these preferences as interval scaled.""",0
"""A major challenge in the creation of custom-designed products lies in the elicitation of customer needs.""",,,,,,,"""A major challenge in the creation of custom-designed products lies in the elicitation of customer needs.""",0
"""The case of statistically identical securities is presented in detail with attention given to the effect of mutual correlation on the optimal size of the portfolio.""",,,,,,,"""The case of statistically identical securities is presented in detail with attention given to the effect of mutual correlation on the optimal size of the portfolio.""",0
"""It is also shown that the restrictions on the transition matrix are not only sufficient but ‚úalmost necessary‚ù if the result is to hold for all possible choices of L(¬∑).""",,,,,,,"""It is also shown that the restrictions on the transition matrix are not only sufficient but ‚úalmost necessary‚ù if the result is to hold for all possible choices of L(¬∑).""",0
"""We analyze callable products in a finite-capacity setting with two fare classes where low-fare customers book first, and show that callable products provide a riskless source of additio",nal r,evenu,e to the,cap,acit,"y provider.""","""We analyze callable products in a finite-capacity setting with two fare classes where low-fare customers book first, and show that callable products provide a riskless source of additional revenue to thecapacity provider.""",0
"""Walk/ride and pick systems are a popular method for performing this chore in many applications.""",,,,,,,"""Walk/ride and pick systems are a popular method for performing this chore in many applications.""",0
"""Unlike most previous authors, we examine the case where one or more parameters of the common underlying distribution are unknown and information on these is updated in a Bayesian manner",as t,he su,ccessive,ran,dom,"variables are observed.""","""Unlike most previous authors, we examine the case where one or more parameters of the common underlying distribution are unknown and information on these is updated in a Bayesian manneras the successiverandomvariables are observed.""",0
"""Programming of economic lot sizes.""",,,,,,,"""Programming of economic lot sizes.""",0
"""Both the buyer and the supplier incur quality-related costs, e.g., costs of customer goodwill and future market share loss by the buyer and warranty-related costs shared by both the buy",er an,d the,supplie,r wh,enev,"er a nonconforming item is sold to a customer.""","""Both the buyer and the supplier incur quality-related costs, e.g., costs of customer goodwill and future market share loss by the buyer and warranty-related costs shared by both the buyer and thesupplier whenever a nonconforming item is sold to a customer.""",0
"""Moreover, if the unit volume is not lower than the capacity, the bound is about 1.21.""",,,,,,,"""Moreover, if the unit volume is not lower than the capacity, the bound is about 1.21.""",0
"""The min-max problem is easier to solve than the max-min problem.""",,,,,,,"""The min-max problem is easier to solve than the max-min problem.""",0
